"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade","Collection_YearWeek","Collection_Date_dec"
"OR795413.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-06264/2021","ssRNA(-)",15236,"complete","Germany",2021-08-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-06264/2021, complete genome",2021,32,"2020/2021","A","A.D.5","GA2.3.5","2021/32",2021.60273972603
"OR795414.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-06292/2021","ssRNA(-)",15254,"complete","Germany",2021-08-17,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-06292/2021, complete genome",2021,33,"2020/2021","A","A.D.1","GA2.3.5","2021/33",2021.62465753425
"OR795415.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-06625/2021","ssRNA(-)",15247,"complete","Germany",2021-09-06,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-06625/2021, complete genome",2021,36,"2020/2021","A","A.D.1","GA2.3.5","2021/36",2021.67945205479
"OR795416.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-06819/2021","ssRNA(-)",15260,"complete","Germany",2021-09-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-06819/2021, complete genome",2021,36,"2020/2021","A","A.D.3","GA2.3.5","2021/36",2021.68767123288
"OR795417.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-07026/2021","ssRNA(-)",15250,"complete","Germany",2021-09-20,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-07026/2021, complete genome",2021,38,"2020/2021","A","A.D.5.2","GA2.3.5","2021/38",2021.71780821918
"OR795418.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-07063/2021","ssRNA(-)",15272,"complete","Germany",2021-09-10,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-07063/2021, complete genome",2021,36,"2020/2021","A","A.D.1","GA2.3.5","2021/36",2021.6904109589
"OR795419.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-07100/2021","ssRNA(-)",15255,"complete","Germany",2021-09-21,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-07100/2021, complete genome",2021,38,"2020/2021","A","A.D.5.2","GA2.3.5","2021/38",2021.72054794521
"OR795420.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-07170/2021","ssRNA(-)",15260,"complete","Germany",2021-09-23,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-07170/2021, complete genome",2021,38,"2020/2021","A","A.D.3","GA2.3.5","2021/38",2021.72602739726
"OR795421.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-07326/2021","ssRNA(-)",15229,"complete","Germany",2021-09-28,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-07326/2021, complete genome",2021,39,"2020/2021","A","A.D.1","GA2.3.5","2021/39",2021.7397260274
"OR795422.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-07357/2021","ssRNA(-)",15158,"complete","Germany",2021-09-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-07357/2021, complete genome",2021,38,"2020/2021","A","A.D.5","GA2.3.5","2021/38",2021.73150684932
"OR795423.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00203/2021","ssRNA(-)",15237,"complete","Germany",2021-10-05,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00203/2021, complete genome",2021,40,"2021/2022","A","A.D.5.2","GA2.3.5","2021/40",2021.75890410959
"OR795424.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00271/2021","ssRNA(-)",15257,"complete","Germany",2021-10-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00271/2021, complete genome",2021,40,"2021/2022","A","A.D.5.2","GA2.3.5","2021/40",2021.76438356164
"OR795425.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00290/2021","ssRNA(-)",15245,"complete","Germany",2021-10-11,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00290/2021, complete genome",2021,41,"2021/2022","A","A.D.5.2","GA2.3.5","2021/41",2021.77534246575
"OR795426.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00345/2021","ssRNA(-)",15252,"complete","Germany",2021-10-12,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00345/2021, complete genome",2021,41,"2021/2022","A","A.D.3","GA2.3.5","2021/41",2021.77808219178
"OR795427.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00373/2021","ssRNA(-)",15209,"complete","Germany",2021-10-11,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00373/2021, complete genome",2021,41,"2021/2022","A","A.D.5.2","GA2.3.5","2021/41",2021.77534246575
"OR795428.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00458/2021","ssRNA(-)",15272,"complete","Germany",2021-10-13,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00458/2021, complete genome",2021,41,"2021/2022","A","A.D.5","GA2.3.5","2021/41",2021.78082191781
"OR795429.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00553/2021","ssRNA(-)",15271,"complete","Germany",2021-10-15,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00553/2021, complete genome",2021,41,"2021/2022","A","A.D.5","GA2.3.5","2021/41",2021.78630136986
"OR795430.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00668/2021","ssRNA(-)",15251,"complete","Germany",2021-10-20,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00668/2021, complete genome",2021,42,"2021/2022","A","A.D.5.2","GA2.3.5","2021/42",2021.8
"OR795431.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00723/2021","ssRNA(-)",15272,"complete","Germany",2021-10-21,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00723/2021, complete genome",2021,42,"2021/2022","A","A.D.5.2","GA2.3.5","2021/42",2021.80273972603
"OR795432.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00724/2021","ssRNA(-)",15251,"complete","Germany",2021-10-19,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00724/2021, complete genome",2021,42,"2021/2022","A","A.D.3","GA2.3.5","2021/42",2021.79726027397
"OR795433.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00726/2021","ssRNA(-)",15215,"complete","Germany",2021-10-21,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00726/2021, complete genome",2021,42,"2021/2022","A","A.D.5","GA2.3.5","2021/42",2021.80273972603
"OR795434.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00730/2021","ssRNA(-)",15251,"complete","Germany",2021-10-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00730/2021, complete genome",2021,43,"2021/2022","A","A.D.3.1","GA2.3.5","2021/43",2021.81095890411
"OR795435.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00757/2021","ssRNA(-)",15246,"complete","Germany",2021-10-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00757/2021, complete genome",2021,43,"2021/2022","A","A.D.5","GA2.3.5","2021/43",2021.81369863014
"OR795436.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00758/2021","ssRNA(-)",15245,"complete","Germany",2021-10-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00758/2021, complete genome",2021,43,"2021/2022","A","A.D.5.2","GA2.3.5","2021/43",2021.81369863014
"OR795437.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00766/2021","ssRNA(-)",15235,"complete","Germany",2021-10-20,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00766/2021, complete genome",2021,42,"2021/2022","A","A.D.3","GA2.3.5","2021/42",2021.8
"OR795438.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00774/2021","ssRNA(-)",15241,"complete","Germany",2021-10-22,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00774/2021, complete genome",2021,42,"2021/2022","A","A.D.3","GA2.3.5","2021/42",2021.80547945205
"OR795439.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00857/2021","ssRNA(-)",15242,"complete","Germany",2021-10-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00857/2021, complete genome",2021,43,"2021/2022","A","A.D.5.2","GA2.3.5","2021/43",2021.81643835616
"OR795440.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00939/2021","ssRNA(-)",15237,"complete","Germany",2021-10-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00939/2021, complete genome",2021,43,"2021/2022","A","A.D.5","GA2.3.5","2021/43",2021.81643835616
"OR795441.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00946/2021","ssRNA(-)",15241,"complete","Germany",2021-10-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00946/2021, complete genome",2021,43,"2021/2022","A","A.D.1","GA2.3.5","2021/43",2021.81643835616
"OR795442.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00983/2021","ssRNA(-)",15260,"complete","Germany",2021-10-27,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00983/2021, complete genome",2021,43,"2021/2022","A","A.D.5","GA2.3.5","2021/43",2021.81917808219
"OR795443.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01153/2021","ssRNA(-)",15250,"complete","Germany",2021-10-28,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01153/2021, complete genome",2021,43,"2021/2022","A","A.D.5","GA2.3.5","2021/43",2021.82191780822
"OR795444.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01154/2021","ssRNA(-)",15274,"complete","Germany",2021-10-28,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01154/2021, complete genome",2021,43,"2021/2022","A","A.D.5","GA2.3.5","2021/43",2021.82191780822
"OR795445.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01193/2021","ssRNA(-)",15231,"complete","Germany",2021-11-04,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01193/2021, complete genome",2021,44,"2021/2022","A","A.D.3.1","GA2.3.5","2021/44",2021.84109589041
"OR795446.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01286/2021","ssRNA(-)",15228,"complete","Germany",2021-10-19,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01286/2021, complete genome",2021,42,"2021/2022","A","A.D.1","GA2.3.5","2021/42",2021.79726027397
"OR795447.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01300/2021","ssRNA(-)",15237,"complete","Germany",2021-11-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01300/2021, complete genome",2021,45,"2021/2022","A","A.D.5.2","GA2.3.5","2021/45",2021.85479452055
"OR795448.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01307/2021","ssRNA(-)",15235,"complete","Germany",2021-11-08,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01307/2021, complete genome",2021,45,"2021/2022","A","A.D.5.2","GA2.3.5","2021/45",2021.85205479452
"OR795449.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01311/2021","ssRNA(-)",15235,"complete","Germany",2021-11-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01311/2021, complete genome",2021,45,"2021/2022","A","A.D.5.2","GA2.3.5","2021/45",2021.85479452055
"OR795450.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01320/2021","ssRNA(-)",15268,"complete","Germany",2021-11-04,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01320/2021, complete genome",2021,44,"2021/2022","A","A.D.5.2","GA2.3.5","2021/44",2021.84109589041
"OR795451.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01323/2021","ssRNA(-)",15053,"complete","Germany",2021-11-05,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01323/2021, complete genome",2021,44,"2021/2022","A","A.D.5.2","GA2.3.5","2021/44",2021.84383561644
"OR795452.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01361/2021","ssRNA(-)",15265,"complete","Germany",2021-11-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01361/2021, complete genome",2021,45,"2021/2022","A","A.D.1","GA2.3.5","2021/45",2021.84931506849
"OR795453.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01517/2021","ssRNA(-)",15259,"complete","Germany",2021-11-11,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01517/2021, complete genome",2021,45,"2021/2022","A","A.D.3","GA2.3.5","2021/45",2021.8602739726
"OR795454.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01687/2021","ssRNA(-)",15259,"complete","Germany",2021-11-17,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01687/2021, complete genome",2021,46,"2021/2022","A","A.D.1","GA2.3.5","2021/46",2021.87671232877
"OR795455.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01741/2021","ssRNA(-)",15231,"complete","Germany",2021-11-19,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01741/2021, complete genome",2021,46,"2021/2022","A","A.D.1","GA2.3.5","2021/46",2021.88219178082
"OR795456.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01933/2021","ssRNA(-)",15235,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01933/2021, complete genome",2021,47,"2021/2022","A","A.D.5","GA2.3.5","2021/47",2021.89863013699
"OR795457.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01974/2021","ssRNA(-)",15129,"complete","Germany",2021-11-22,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01974/2021, complete genome",2021,47,"2021/2022","A","A.D.5.2","GA2.3.5","2021/47",2021.8904109589
"OR795458.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01987/2021","ssRNA(-)",15256,"complete","Germany",2021-11-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01987/2021, complete genome",2021,47,"2021/2022","A","A.D.5.2","GA2.3.5","2021/47",2021.89589041096
"OR795459.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02018/2021","ssRNA(-)",15243,"complete","Germany",2021-11-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02018/2021, complete genome",2021,47,"2021/2022","A","A.D.3","GA2.3.5","2021/47",2021.90136986301
"OR795460.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02019/2021","ssRNA(-)",15019,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02019/2021, complete genome",2021,47,"2021/2022","A","A.D.3.1","GA2.3.5","2021/47",2021.89863013699
"OR795461.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02025/2021","ssRNA(-)",15229,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02025/2021, complete genome",2021,47,"2021/2022","A","A.D.5.2","GA2.3.5","2021/47",2021.89863013699
"OR795462.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02048/2021","ssRNA(-)",15228,"complete","Germany",2021-11-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02048/2021, complete genome",2021,47,"2021/2022","A","A.D.5","GA2.3.5","2021/47",2021.90136986301
"OR795463.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02061/2021","ssRNA(-)",15228,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02061/2021, complete genome",2021,47,"2021/2022","A","A.D.5.2","GA2.3.5","2021/47",2021.89863013699
"OR795464.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02062/2021","ssRNA(-)",15228,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02062/2021, complete genome",2021,47,"2021/2022","A","A.D.5.2","GA2.3.5","2021/47",2021.89863013699
"OR795465.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02320/2021","ssRNA(-)",15240,"complete","Germany",2021-12-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02320/2021, complete genome",2021,49,"2021/2022","A","A.D.5","GA2.3.5","2021/49",2021.93150684932
"OR795466.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02323/2021","ssRNA(-)",15093,"complete","Germany",2021-12-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02323/2021, complete genome",2021,49,"2021/2022","A","A.D.3","GA2.3.5","2021/49",2021.93150684932
