"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title"
"MZ515724.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0200-V01","ssRNA(-)",15274,"complete","Netherlands",2019-11-14,"Human respiratory syncytial virus B isolate UU02-0200-V01, complete genome"
"MZ515725.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0085-V01","ssRNA(-)",15227,"partial","Netherlands",2018-12-07,"Human respiratory syncytial virus B isolate UU02-0085-V01, partial genome"
"MZ515726.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8221-D02","ssRNA(-)",15275,"complete","United Kingdom",2019-11-10,"Human respiratory syncytial virus B isolate OX02-8221-D02, complete genome"
"MZ515727.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8539-V01","ssRNA(-)",15263,"complete","United Kingdom",2018-11-26,"Human respiratory syncytial virus B isolate OX02-8539-V01, complete genome"
"MZ515728.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0196-V02","ssRNA(-)",15275,"complete","Spain",2019-12-17,"Human respiratory syncytial virus B isolate SE01A-0196-V02, complete genome"
"MZ515729.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0006-D05","ssRNA(-)",15280,"complete","Netherlands",2017-11-22,"Human respiratory syncytial virus B isolate UU02-0006-D05, complete genome"
"MZ515730.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0028-D03","ssRNA(-)",15274,"complete","Netherlands",2018-01-02,"Human respiratory syncytial virus B isolate UU02-0028-D03, complete genome"
"MZ515732.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8300-V02","ssRNA(-)",15276,"complete","United Kingdom",2019-11-15,"Human respiratory syncytial virus B isolate OX01A-8300-V02, complete genome"
"MZ515733.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0009-V01","ssRNA(-)",14942,"partial","Netherlands",2018-01-08,"Human respiratory syncytial virus B isolate UU02-0009-V01, partial genome"
"MZ515736.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0044-V01","ssRNA(-)",15226,"partial","Netherlands",2018-01-26,"Human respiratory syncytial virus B isolate UU02-0044-V01, partial genome"
"MZ515738.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0070-V02","ssRNA(-)",15275,"complete","Spain",2018-12-13,"Human respiratory syncytial virus B isolate SE01A-0070-V02, complete genome"
"MZ515742.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8669-D03","ssRNA(-)",15229,"partial","United Kingdom",2017-12-22,"Human respiratory syncytial virus B isolate OX02-8669-D03, partial genome"
"MZ515743.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0008-V02","ssRNA(-)",15271,"complete","Netherlands",2017-12-28,"Human respiratory syncytial virus B isolate UU01A-0008-V02, complete genome"
"MZ515745.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8185-V02","ssRNA(-)",15290,"partial","United Kingdom",2019-12-18,"Human respiratory syncytial virus B isolate OX01A-8185-V02, partial genome"
"MZ515746.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0051-D03","ssRNA(-)",15260,"complete","Netherlands",2018-03-29,"Human respiratory syncytial virus B isolate UU02-0051-D03, complete genome"
"MZ515747.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8345-D02","ssRNA(-)",15231,"partial","United Kingdom",2018-11-30,"Human respiratory syncytial virus B isolate OX02-8345-D02, partial genome"
"MZ515748.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0043-V02","ssRNA(-)",15284,"complete","Spain",2019-01-04,"Human respiratory syncytial virus B isolate SE01A-0043-V02, complete genome"
"MZ515751.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8865-V01","ssRNA(-)",15277,"complete","United Kingdom",2018-11-26,"Human respiratory syncytial virus B isolate OX02-8865-V01, complete genome"
"MZ515753.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8221-D06","ssRNA(-)",15273,"complete","United Kingdom",2019-11-14,"Human respiratory syncytial virus B isolate OX02-8221-D06, complete genome"
"MZ515754.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0050-V01","ssRNA(-)",15227,"partial","Netherlands",2018-02-20,"Human respiratory syncytial virus B isolate UU02-0050-V01, partial genome"
"MZ515756.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8012-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-11-21,"Human respiratory syncytial virus B isolate OX02-8012-V01, complete genome"
"MZ515757.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8758-V01","ssRNA(-)",15232,"complete","United Kingdom",2018-12-17,"Human respiratory syncytial virus B isolate OX02-8758-V01, complete genome"
"MZ515759.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8313-D02","ssRNA(-)",15275,"complete","United Kingdom",2018-11-21,"Human respiratory syncytial virus B isolate OX02-8313-D02, complete genome"
"MZ515761.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0023-V02","ssRNA(-)",15275,"complete","Netherlands",2018-11-29,"Human respiratory syncytial virus B isolate UU01A-0023-V02, complete genome"
"MZ515762.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8880-V02","ssRNA(-)",15275,"complete","United Kingdom",2018-11-15,"Human respiratory syncytial virus B isolate OX01A-8880-V02, complete genome"
"MZ515763.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8345-V01","ssRNA(-)",14957,"partial","United Kingdom",2018-11-29,"Human respiratory syncytial virus B isolate OX02-8345-V01, partial genome"
"MZ515764.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU03-0385-V02","ssRNA(-)",15273,"complete","Netherlands",2019-03-04,"Human respiratory syncytial virus B isolate UU03-0385-V02, complete genome"
"MZ515765.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8459-V01","ssRNA(-)",15230,"partial","United Kingdom",2019-12-02,"Human respiratory syncytial virus B isolate OX02-8459-V01, partial genome"
"MZ515767.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8301-D03","ssRNA(-)",15275,"complete","United Kingdom",2018-11-16,"Human respiratory syncytial virus B isolate OX02-8301-D03, complete genome"
"MZ515769.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8830-V01","ssRNA(-)",15278,"complete","United Kingdom",2019-11-22,"Human respiratory syncytial virus B isolate OX02-8830-V01, complete genome"
"MZ515770.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0029-V01","ssRNA(-)",15271,"complete","Netherlands",2018-01-03,"Human respiratory syncytial virus B isolate UU02-0029-V01, complete genome"
"MZ515771.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0050-V01","ssRNA(-)",15276,"complete","Spain",2018-12-30,"Human respiratory syncytial virus B isolate SE02-0050-V01, complete genome"
"MZ515774.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8128-D03","ssRNA(-)",14519,"partial","United Kingdom",2019-02-07,"Human respiratory syncytial virus B isolate OX02-8128-D03, partial genome"
"MZ515775.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8182-D02","ssRNA(-)",15276,"complete","United Kingdom",2018-11-13,"Human respiratory syncytial virus B isolate OX02-8182-D02, complete genome"
"MZ515776.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0197-V02","ssRNA(-)",15273,"complete","Spain",2020-01-23,"Human respiratory syncytial virus B isolate SE01A-0197-V02, complete genome"
"MZ515778.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8128-D02","ssRNA(-)",15276,"complete","United Kingdom",2019-02-06,"Human respiratory syncytial virus B isolate OX02-8128-D02, complete genome"
"MZ515779.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8313-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-11-20,"Human respiratory syncytial virus B isolate OX02-8313-V01, complete genome"
"MZ515783.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8915-D04","ssRNA(-)",15274,"partial","United Kingdom",2019-11-21,"Human respiratory syncytial virus B isolate OX02-8915-D04, partial genome"
"MZ515785.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0031-V01","ssRNA(-)",15230,"partial","Netherlands",2018-01-05,"Human respiratory syncytial virus B isolate UU02-0031-V01, partial genome"
"MZ515786.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9397-V01","ssRNA(-)",15276,"complete","United Kingdom",2019-12-24,"Human respiratory syncytial virus B isolate OX02-9397-V01, complete genome"
"MZ515787.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0039-D11","ssRNA(-)",15275,"partial","Netherlands",2018-01-25,"Human respiratory syncytial virus B isolate UU02-0039-D11, partial genome"
"MZ515791.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8221-D04","ssRNA(-)",15275,"complete","United Kingdom",2019-11-12,"Human respiratory syncytial virus B isolate OX02-8221-D04, complete genome"
"MZ515792.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0028-D09","ssRNA(-)",15236,"complete","Netherlands",2018-01-08,"Human respiratory syncytial virus B isolate UU02-0028-D09, complete genome"
"MZ515793.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0019-V01","ssRNA(-)",15277,"complete","Netherlands",2017-12-18,"Human respiratory syncytial virus B isolate UU02-0019-V01, complete genome"
"MZ515794.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0117-V02","ssRNA(-)",15274,"complete","Netherlands",2019-12-12,"Human respiratory syncytial virus B isolate UU01A-0117-V02, complete genome"
"MZ515798.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0044-D06","ssRNA(-)",15249,"partial","Netherlands",2018-01-31,"Human respiratory syncytial virus B isolate UU02-0044-D06, partial genome"
"MZ515799.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU03-0367-V02","ssRNA(-)",15276,"complete","Netherlands",2019-01-14,"Human respiratory syncytial virus B isolate UU03-0367-V02, complete genome"
"MZ515805.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0044-D04","ssRNA(-)",15274,"complete","Netherlands",2018-01-29,"Human respiratory syncytial virus B isolate UU02-0044-D04, complete genome"
"MZ515806.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0014-D04","ssRNA(-)",15248,"partial","Netherlands",2017-12-15,"Human respiratory syncytial virus B isolate UU02-0014-D04, partial genome"
"MZ515807.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8385-V01","ssRNA(-)",15276,"complete","United Kingdom",2018-11-06,"Human respiratory syncytial virus B isolate OX02-8385-V01, complete genome"
"MZ515808.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0028-D11","ssRNA(-)",15037,"partial","Netherlands",2018-01-10,"Human respiratory syncytial virus B isolate UU02-0028-D11, partial genome"
"MZ515809.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8071-V02","ssRNA(-)",15276,"complete","United Kingdom",2018-12-06,"Human respiratory syncytial virus B isolate OX01A-8071-V02, complete genome"
"MZ515812.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8620-V01","ssRNA(-)",15276,"complete","United Kingdom",2018-12-04,"Human respiratory syncytial virus B isolate OX02-8620-V01, complete genome"
