"","Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","Collection_Year","Collection_Month","MMWRyear","MMWRweek","MMWRday","Collection_Season","Type"
"410","OR795420.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-07170/2021","ssRNA(-)",15260,"complete","Germany",2021-09-23,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-07170/2021, complete genome",2021,9,2021,38,5,"2020/2021","A"
"411","OR795421.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-07326/2021","ssRNA(-)",15229,"complete","Germany",2021-09-28,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-07326/2021, complete genome",2021,9,2021,39,3,"2020/2021","A"
"412","OR795422.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-07357/2021","ssRNA(-)",15158,"complete","Germany",2021-09-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-07357/2021, complete genome",2021,9,2021,38,7,"2020/2021","A"
"413","OR795423.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00203/2021","ssRNA(-)",15237,"complete","Germany",2021-10-05,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00203/2021, complete genome",2021,10,2021,40,3,"2021/2022","A"
"414","OR795424.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00271/2021","ssRNA(-)",15257,"complete","Germany",2021-10-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00271/2021, complete genome",2021,10,2021,40,5,"2021/2022","A"
"415","OR795425.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00290/2021","ssRNA(-)",15245,"complete","Germany",2021-10-11,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00290/2021, complete genome",2021,10,2021,41,2,"2021/2022","A"
"416","OR795426.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00345/2021","ssRNA(-)",15252,"complete","Germany",2021-10-12,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00345/2021, complete genome",2021,10,2021,41,3,"2021/2022","A"
"417","OR795427.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00373/2021","ssRNA(-)",15209,"complete","Germany",2021-10-11,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00373/2021, complete genome",2021,10,2021,41,2,"2021/2022","A"
"418","OR795428.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00458/2021","ssRNA(-)",15272,"complete","Germany",2021-10-13,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00458/2021, complete genome",2021,10,2021,41,4,"2021/2022","A"
"419","OR795429.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00553/2021","ssRNA(-)",15271,"complete","Germany",2021-10-15,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00553/2021, complete genome",2021,10,2021,41,6,"2021/2022","A"
"420","OR795430.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00668/2021","ssRNA(-)",15251,"complete","Germany",2021-10-20,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00668/2021, complete genome",2021,10,2021,42,4,"2021/2022","A"
"421","OR795431.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00723/2021","ssRNA(-)",15272,"complete","Germany",2021-10-21,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00723/2021, complete genome",2021,10,2021,42,5,"2021/2022","A"
"422","OR795432.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00724/2021","ssRNA(-)",15251,"complete","Germany",2021-10-19,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00724/2021, complete genome",2021,10,2021,42,3,"2021/2022","A"
"423","OR795433.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00726/2021","ssRNA(-)",15215,"complete","Germany",2021-10-21,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00726/2021, complete genome",2021,10,2021,42,5,"2021/2022","A"
"424","OR795434.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00730/2021","ssRNA(-)",15251,"complete","Germany",2021-10-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00730/2021, complete genome",2021,10,2021,43,1,"2021/2022","A"
"425","OR795435.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00757/2021","ssRNA(-)",15246,"complete","Germany",2021-10-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00757/2021, complete genome",2021,10,2021,43,2,"2021/2022","A"
"426","OR795436.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00758/2021","ssRNA(-)",15245,"complete","Germany",2021-10-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00758/2021, complete genome",2021,10,2021,43,2,"2021/2022","A"
"427","OR795437.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00766/2021","ssRNA(-)",15235,"complete","Germany",2021-10-20,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00766/2021, complete genome",2021,10,2021,42,4,"2021/2022","A"
"428","OR795438.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00774/2021","ssRNA(-)",15241,"complete","Germany",2021-10-22,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00774/2021, complete genome",2021,10,2021,42,6,"2021/2022","A"
"429","OR795439.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00857/2021","ssRNA(-)",15242,"complete","Germany",2021-10-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00857/2021, complete genome",2021,10,2021,43,3,"2021/2022","A"
"430","OR795440.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00939/2021","ssRNA(-)",15237,"complete","Germany",2021-10-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00939/2021, complete genome",2021,10,2021,43,3,"2021/2022","A"
"431","OR795441.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00946/2021","ssRNA(-)",15241,"complete","Germany",2021-10-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00946/2021, complete genome",2021,10,2021,43,3,"2021/2022","A"
"432","OR795442.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00983/2021","ssRNA(-)",15260,"complete","Germany",2021-10-27,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00983/2021, complete genome",2021,10,2021,43,4,"2021/2022","A"
"433","OR795443.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01153/2021","ssRNA(-)",15250,"complete","Germany",2021-10-28,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01153/2021, complete genome",2021,10,2021,43,5,"2021/2022","A"
"434","OR795444.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01154/2021","ssRNA(-)",15274,"complete","Germany",2021-10-28,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01154/2021, complete genome",2021,10,2021,43,5,"2021/2022","A"
"435","OR795445.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01193/2021","ssRNA(-)",15231,"complete","Germany",2021-11-04,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01193/2021, complete genome",2021,11,2021,44,5,"2021/2022","A"
"436","OR795446.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01286/2021","ssRNA(-)",15228,"complete","Germany",2021-10-19,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01286/2021, complete genome",2021,10,2021,42,3,"2021/2022","A"
"437","OR795447.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01300/2021","ssRNA(-)",15237,"complete","Germany",2021-11-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01300/2021, complete genome",2021,11,2021,45,3,"2021/2022","A"
"438","OR795448.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01307/2021","ssRNA(-)",15235,"complete","Germany",2021-11-08,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01307/2021, complete genome",2021,11,2021,45,2,"2021/2022","A"
"439","OR795449.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01311/2021","ssRNA(-)",15235,"complete","Germany",2021-11-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01311/2021, complete genome",2021,11,2021,45,3,"2021/2022","A"
"440","OR795450.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01320/2021","ssRNA(-)",15268,"complete","Germany",2021-11-04,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01320/2021, complete genome",2021,11,2021,44,5,"2021/2022","A"
"441","OR795451.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01323/2021","ssRNA(-)",15053,"complete","Germany",2021-11-05,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01323/2021, complete genome",2021,11,2021,44,6,"2021/2022","A"
"442","OR795452.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01361/2021","ssRNA(-)",15265,"complete","Germany",2021-11-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01361/2021, complete genome",2021,11,2021,45,1,"2021/2022","A"
"443","OR795453.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01517/2021","ssRNA(-)",15259,"complete","Germany",2021-11-11,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01517/2021, complete genome",2021,11,2021,45,5,"2021/2022","A"
"444","OR795454.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01687/2021","ssRNA(-)",15259,"complete","Germany",2021-11-17,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01687/2021, complete genome",2021,11,2021,46,4,"2021/2022","A"
"445","OR795455.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01741/2021","ssRNA(-)",15231,"complete","Germany",2021-11-19,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01741/2021, complete genome",2021,11,2021,46,6,"2021/2022","A"
"446","OR795456.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01933/2021","ssRNA(-)",15235,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01933/2021, complete genome",2021,11,2021,47,5,"2021/2022","A"
"447","OR795457.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01974/2021","ssRNA(-)",15129,"complete","Germany",2021-11-22,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01974/2021, complete genome",2021,11,2021,47,2,"2021/2022","A"
"448","OR795458.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01987/2021","ssRNA(-)",15256,"complete","Germany",2021-11-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01987/2021, complete genome",2021,11,2021,47,4,"2021/2022","A"
"449","OR795459.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02018/2021","ssRNA(-)",15243,"complete","Germany",2021-11-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02018/2021, complete genome",2021,11,2021,47,6,"2021/2022","A"
"450","OR795460.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02019/2021","ssRNA(-)",15019,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02019/2021, complete genome",2021,11,2021,47,5,"2021/2022","A"
"451","OR795461.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02025/2021","ssRNA(-)",15229,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02025/2021, complete genome",2021,11,2021,47,5,"2021/2022","A"
"452","OR795462.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02048/2021","ssRNA(-)",15228,"complete","Germany",2021-11-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02048/2021, complete genome",2021,11,2021,47,6,"2021/2022","A"
"453","OR795463.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02061/2021","ssRNA(-)",15228,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02061/2021, complete genome",2021,11,2021,47,5,"2021/2022","A"
"454","OR795464.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02062/2021","ssRNA(-)",15228,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02062/2021, complete genome",2021,11,2021,47,5,"2021/2022","A"
"455","OR795465.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02320/2021","ssRNA(-)",15240,"complete","Germany",2021-12-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02320/2021, complete genome",2021,12,2021,49,3,"2021/2022","A"
"456","OR795466.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02323/2021","ssRNA(-)",15093,"complete","Germany",2021-12-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02323/2021, complete genome",2021,12,2021,49,3,"2021/2022","A"
"457","OR795467.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02371/2021","ssRNA(-)",15247,"complete","Germany",2021-12-08,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02371/2021, complete genome",2021,12,2021,49,4,"2021/2022","A"
"458","OR795468.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02451/2021","ssRNA(-)",15233,"complete","Germany",2021-12-13,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02451/2021, complete genome",2021,12,2021,50,2,"2021/2022","A"
"459","OR795469.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02516/2021","ssRNA(-)",15272,"complete","Germany",2021-12-14,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02516/2021, complete genome",2021,12,2021,50,3,"2021/2022","A"
"460","OR795470.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02775/2021","ssRNA(-)",15227,"complete","Germany",2021-12-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02775/2021, complete genome",2021,12,2021,51,6,"2021/2022","A"
"461","OR795471.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-03065/2022","ssRNA(-)",15235,"complete","Germany",2022-01-10,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-03065/2022, complete genome",2022,1,2022,2,2,"2021/2022","A"
"462","OR795472.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-00282/2022","ssRNA(-)",15255,"complete","Germany",2022-10-14,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-00282/2022, complete genome",2022,10,2022,41,6,"2022/2023","A"
"463","OR795473.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-00435/2022","ssRNA(-)",15094,"complete","Germany",2022-10-20,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-00435/2022, complete genome",2022,10,2022,42,5,"2022/2023","A"
"464","OR795474.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-00712/2022","ssRNA(-)",15238,"complete","Germany",2022-11-03,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-00712/2022, complete genome",2022,11,2022,44,5,"2022/2023","A"
"465","OR795475.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-00760/2022","ssRNA(-)",15246,"complete","Germany",2022-11-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-00760/2022, complete genome",2022,11,2022,45,2,"2022/2023","A"
"466","OR795476.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-00870/2022","ssRNA(-)",15092,"complete","Germany",2022-11-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-00870/2022, complete genome",2022,11,2022,45,2,"2022/2023","A"
"467","OR795477.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-01059/2022","ssRNA(-)",15239,"complete","Germany",2022-11-15,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-01059/2022, complete genome",2022,11,2022,46,3,"2022/2023","A"
"468","OR795478.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-01354/2022","ssRNA(-)",15108,"complete","Germany",2022-11-22,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-01354/2022, complete genome",2022,11,2022,47,3,"2022/2023","A"
