"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade"
"OR795422.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/21-07357/2021","ssRNA(-)",15158,"complete","Germany",2021-09-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/21-07357/2021, complete genome",2021,38,"2020/2021","A","A.D.5","GA2.3.5"
"OR795423.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00203/2021","ssRNA(-)",15237,"complete","Germany",2021-10-05,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00203/2021, complete genome",2021,40,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795424.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00271/2021","ssRNA(-)",15257,"complete","Germany",2021-10-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00271/2021, complete genome",2021,40,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795425.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00290/2021","ssRNA(-)",15245,"complete","Germany",2021-10-11,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00290/2021, complete genome",2021,41,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795426.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00345/2021","ssRNA(-)",15252,"complete","Germany",2021-10-12,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00345/2021, complete genome",2021,41,"2021/2022","A","A.D.3","GA2.3.5"
"OR795427.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00373/2021","ssRNA(-)",15209,"complete","Germany",2021-10-11,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00373/2021, complete genome",2021,41,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795428.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00458/2021","ssRNA(-)",15272,"complete","Germany",2021-10-13,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00458/2021, complete genome",2021,41,"2021/2022","A","A.D.5","GA2.3.5"
"OR795429.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00553/2021","ssRNA(-)",15271,"complete","Germany",2021-10-15,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00553/2021, complete genome",2021,41,"2021/2022","A","A.D.5","GA2.3.5"
"OR795430.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00668/2021","ssRNA(-)",15251,"complete","Germany",2021-10-20,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00668/2021, complete genome",2021,42,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795431.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00723/2021","ssRNA(-)",15272,"complete","Germany",2021-10-21,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00723/2021, complete genome",2021,42,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795432.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00724/2021","ssRNA(-)",15251,"complete","Germany",2021-10-19,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00724/2021, complete genome",2021,42,"2021/2022","A","A.D.3","GA2.3.5"
"OR795433.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00726/2021","ssRNA(-)",15215,"complete","Germany",2021-10-21,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00726/2021, complete genome",2021,42,"2021/2022","A","A.D.5","GA2.3.5"
"OR795434.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00730/2021","ssRNA(-)",15251,"complete","Germany",2021-10-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00730/2021, complete genome",2021,43,"2021/2022","A","A.D.3.1","GA2.3.5"
"OR795435.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00757/2021","ssRNA(-)",15246,"complete","Germany",2021-10-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00757/2021, complete genome",2021,43,"2021/2022","A","A.D.5","GA2.3.5"
"OR795436.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00758/2021","ssRNA(-)",15245,"complete","Germany",2021-10-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00758/2021, complete genome",2021,43,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795437.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00766/2021","ssRNA(-)",15235,"complete","Germany",2021-10-20,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00766/2021, complete genome",2021,42,"2021/2022","A","A.D.3","GA2.3.5"
"OR795438.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00774/2021","ssRNA(-)",15241,"complete","Germany",2021-10-22,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00774/2021, complete genome",2021,42,"2021/2022","A","A.D.3","GA2.3.5"
"OR795439.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00857/2021","ssRNA(-)",15242,"complete","Germany",2021-10-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00857/2021, complete genome",2021,43,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795440.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00939/2021","ssRNA(-)",15237,"complete","Germany",2021-10-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00939/2021, complete genome",2021,43,"2021/2022","A","A.D.5","GA2.3.5"
"OR795441.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00946/2021","ssRNA(-)",15241,"complete","Germany",2021-10-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00946/2021, complete genome",2021,43,"2021/2022","A","A.D.1","GA2.3.5"
"OR795442.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-00983/2021","ssRNA(-)",15260,"complete","Germany",2021-10-27,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-00983/2021, complete genome",2021,43,"2021/2022","A","A.D.5","GA2.3.5"
"OR795443.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01153/2021","ssRNA(-)",15250,"complete","Germany",2021-10-28,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01153/2021, complete genome",2021,43,"2021/2022","A","A.D.5","GA2.3.5"
"OR795444.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01154/2021","ssRNA(-)",15274,"complete","Germany",2021-10-28,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01154/2021, complete genome",2021,43,"2021/2022","A","A.D.5","GA2.3.5"
"OR795445.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01193/2021","ssRNA(-)",15231,"complete","Germany",2021-11-04,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01193/2021, complete genome",2021,44,"2021/2022","A","A.D.3.1","GA2.3.5"
"OR795446.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01286/2021","ssRNA(-)",15228,"complete","Germany",2021-10-19,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01286/2021, complete genome",2021,42,"2021/2022","A","A.D.1","GA2.3.5"
"OR795447.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01300/2021","ssRNA(-)",15237,"complete","Germany",2021-11-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01300/2021, complete genome",2021,45,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795448.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01307/2021","ssRNA(-)",15235,"complete","Germany",2021-11-08,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01307/2021, complete genome",2021,45,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795449.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01311/2021","ssRNA(-)",15235,"complete","Germany",2021-11-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01311/2021, complete genome",2021,45,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795450.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01320/2021","ssRNA(-)",15268,"complete","Germany",2021-11-04,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01320/2021, complete genome",2021,44,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795451.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01323/2021","ssRNA(-)",15053,"complete","Germany",2021-11-05,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01323/2021, complete genome",2021,44,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795452.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01361/2021","ssRNA(-)",15265,"complete","Germany",2021-11-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01361/2021, complete genome",2021,45,"2021/2022","A","A.D.1","GA2.3.5"
"OR795453.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01517/2021","ssRNA(-)",15259,"complete","Germany",2021-11-11,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01517/2021, complete genome",2021,45,"2021/2022","A","A.D.3","GA2.3.5"
"OR795454.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01687/2021","ssRNA(-)",15259,"complete","Germany",2021-11-17,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01687/2021, complete genome",2021,46,"2021/2022","A","A.D.1","GA2.3.5"
"OR795455.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01741/2021","ssRNA(-)",15231,"complete","Germany",2021-11-19,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01741/2021, complete genome",2021,46,"2021/2022","A","A.D.1","GA2.3.5"
"OR795456.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01933/2021","ssRNA(-)",15235,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01933/2021, complete genome",2021,47,"2021/2022","A","A.D.5","GA2.3.5"
"OR795457.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01974/2021","ssRNA(-)",15129,"complete","Germany",2021-11-22,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01974/2021, complete genome",2021,47,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795458.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-01987/2021","ssRNA(-)",15256,"complete","Germany",2021-11-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-01987/2021, complete genome",2021,47,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795459.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02018/2021","ssRNA(-)",15243,"complete","Germany",2021-11-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02018/2021, complete genome",2021,47,"2021/2022","A","A.D.3","GA2.3.5"
"OR795460.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02019/2021","ssRNA(-)",15019,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02019/2021, complete genome",2021,47,"2021/2022","A","A.D.3.1","GA2.3.5"
"OR795461.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02025/2021","ssRNA(-)",15229,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02025/2021, complete genome",2021,47,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795462.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02048/2021","ssRNA(-)",15228,"complete","Germany",2021-11-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02048/2021, complete genome",2021,47,"2021/2022","A","A.D.5","GA2.3.5"
"OR795463.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02061/2021","ssRNA(-)",15228,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02061/2021, complete genome",2021,47,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795464.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02062/2021","ssRNA(-)",15228,"complete","Germany",2021-11-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02062/2021, complete genome",2021,47,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795465.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02320/2021","ssRNA(-)",15240,"complete","Germany",2021-12-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02320/2021, complete genome",2021,49,"2021/2022","A","A.D.5","GA2.3.5"
"OR795466.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02323/2021","ssRNA(-)",15093,"complete","Germany",2021-12-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02323/2021, complete genome",2021,49,"2021/2022","A","A.D.3","GA2.3.5"
"OR795467.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02371/2021","ssRNA(-)",15247,"complete","Germany",2021-12-08,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02371/2021, complete genome",2021,49,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795468.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02451/2021","ssRNA(-)",15233,"complete","Germany",2021-12-13,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02451/2021, complete genome",2021,50,"2021/2022","A","A.D.1","GA2.3.5"
"OR795469.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02516/2021","ssRNA(-)",15272,"complete","Germany",2021-12-14,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02516/2021, complete genome",2021,50,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795470.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-02775/2021","ssRNA(-)",15227,"complete","Germany",2021-12-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-02775/2021, complete genome",2021,51,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795471.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/22-03065/2022","ssRNA(-)",15235,"complete","Germany",2022-01-10,"Human respiratory syncytial virus A isolate hRSV/A/Germany/22-03065/2022, complete genome",2022,2,"2021/2022","A","A.D.5.2","GA2.3.5"
"OR795472.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-00282/2022","ssRNA(-)",15255,"complete","Germany",2022-10-14,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-00282/2022, complete genome",2022,41,"2022/2023","A","A.D.5.2","GA2.3.5"
"OR795473.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-00435/2022","ssRNA(-)",15094,"complete","Germany",2022-10-20,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-00435/2022, complete genome",2022,42,"2022/2023","A","A.D.5.2","GA2.3.5"
"OR795474.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-00712/2022","ssRNA(-)",15238,"complete","Germany",2022-11-03,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-00712/2022, complete genome",2022,44,"2022/2023","A","A.D.5.2","GA2.3.5"
"OR795475.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-00760/2022","ssRNA(-)",15246,"complete","Germany",2022-11-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-00760/2022, complete genome",2022,45,"2022/2023","A","A.D.3","GA2.3.5"
"OR795476.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-00870/2022","ssRNA(-)",15092,"complete","Germany",2022-11-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-00870/2022, complete genome",2022,45,"2022/2023","A","A.D.5.2","GA2.3.5"
"OR795477.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-01059/2022","ssRNA(-)",15239,"complete","Germany",2022-11-15,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-01059/2022, complete genome",2022,46,"2022/2023","A","A.D.5","GA2.3.5"
"OR795478.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-01354/2022","ssRNA(-)",15108,"complete","Germany",2022-11-22,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-01354/2022, complete genome",2022,47,"2022/2023","A","A.D.3","GA2.3.5"
"OR795479.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-01795/2022","ssRNA(-)",15237,"complete","Germany",2022-11-28,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-01795/2022, complete genome",2022,48,"2022/2023","A","A.D.5.2","GA2.3.5"
"OR795480.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-02209/2022","ssRNA(-)",15026,"complete","Germany",2022-12-07,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-02209/2022, complete genome",2022,49,"2022/2023","A","A.D.3","GA2.3.5"
"OR795481.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/23-02238/2022","ssRNA(-)",15238,"complete","Germany",2022-12-05,"Human respiratory syncytial virus A isolate hRSV/A/Germany/23-02238/2022, complete genome",2022,49,"2022/2023","A","A.D.3","GA2.3.5"
